-0.019467	0.013773	-0.004827	-0.015769	-0.024711	-0.023088	-0.002712	0.026419	0.034882	-0.014961	0.008559	-0.019798	-0.000584	-0.009448	-0.011402	-0.001978	-0.017079	-0.005510	0.010848	0.019947	0.014356	-0.018930	-0.013180	0.009457	0.005778	0.000078	0.019587	0.013765	-0.006053	0.009378	-0.034468	0.018482	0.027755	0.005413	-0.010923	0.021046	-0.014300	0.005167	-0.002115	0.003430	0.005814	0.005857	-0.018439	-0.043691	-0.024139	0.010943	-0.038458	-0.018564	-0.008657	-0.003843	-0.004758	0.045850	0.001411	-0.023451	0.019367	0.018019	-0.006472	0.002078	-0.006084	0.003573	-0.012916	-0.004447	-0.007395	-0.023364	0.001962	0.011342	-0.007347	0.030529	0.035536	-0.020574	0.018297	-0.001167	0.004393	0.011187	0.004242	0.016507	0.018820	-0.034089	0.024148	-0.020509	0.027630	-0.001435	0.009071	0.010987	0.005607	-0.009942	-0.022128	0.012226	0.005021	0.000183	0.016359	-0.021068	0.011314	0.026611	-0.020017	0.011190	0.042403	0.003090	-0.007613	-0.006056	
-0.005280	-0.004245	-0.001900	-0.008906	-0.071331	-0.024726	-0.129394	0.068879	0.010129	-0.006836	0.014192	-0.007322	0.047520	0.014959	-0.062398	-0.013536	-0.028357	0.005671	0.005276	-0.131912	-0.120065	-0.006292	0.006044	-0.018083	-0.015019	0.003524	0.005628	-0.039519	0.007578	-0.028561	-0.023598	0.124338	0.035291	0.095649	-0.036875	0.117040	-0.006504	-0.065133	0.022994	0.032290	0.217343	0.124659	0.013149	-0.123080	-0.014630	-0.005353	0.034754	0.038502	0.059446	-0.014557	0.032539	-0.023104	-0.039031	-0.146362	-0.023554	-0.059990	0.029651	-0.135506	0.013214	0.009150	-0.081682	0.005544	0.126285	0.009354	-0.021369	-0.068315	0.021379	0.053713	-0.103330	-0.000754	-0.025203	0.219641	0.131645	-0.009642	0.172959	0.044319	0.025235	0.135089	-0.056330	-0.021870	-0.012594	-0.015714	-0.038314	0.029835	-0.078354	0.069727	0.057004	0.009294	-0.134796	-0.029521	-0.092482	-0.006348	0.119391	-0.015761	0.030390	0.102872	0.124268	-0.122703	0.008292	0.066667	
0.015443	0.008503	-0.035325	-0.022722	0.029610	-0.011527	-0.034950	0.023510	0.007501	-0.003088	0.024882	0.038030	-0.026831	0.008926	0.002448	0.013467	-0.004782	0.010836	-0.020897	-0.004100	0.013551	0.000676	-0.015260	-0.009033	0.012465	0.025515	-0.029812	-0.005031	0.002630	0.010846	0.023902	0.021423	0.003441	0.009700	0.036982	0.003012	0.013775	-0.000199	-0.002655	0.008324	0.014228	0.010203	-0.007511	0.046798	-0.014570	0.008787	-0.024064	-0.011652	-0.036452	0.006514	0.004496	-0.001222	0.055354	0.004916	0.017515	0.006590	-0.018968	0.010101	-0.022180	0.006701	0.017995	0.018003	0.017822	0.021697	-0.001431	0.026785	-0.039312	0.025508	-0.009337	-0.043616	-0.006820	-0.012557	0.050973	-0.013535	0.012336	0.003790	-0.006455	-0.017016	0.032580	0.005788	-0.025615	-0.005468	0.001816	-0.015044	0.021298	0.017977	0.008948	-0.023455	0.022832	0.003358	0.015266	-0.015074	0.031173	0.013786	0.007809	-0.011380	0.035237	-0.008602	-0.009642	0.001032	
-0.017398	0.020219	0.012029	0.019284	-0.043050	0.006566	-0.034184	0.022876	0.012025	0.047100	0.043664	-0.013398	-0.033321	0.031801	-0.053224	0.025690	-0.023377	0.032813	-0.011058	-0.029527	0.022260	0.007436	0.056162	-0.029667	0.047665	0.024371	-0.040068	0.035066	-0.037671	-0.029136	0.049462	0.018794	-0.065788	0.010601	-0.008114	0.009667	0.029650	0.002583	-0.014369	0.013123	0.003103	-0.010614	-0.005420	-0.015038	0.022436	-0.030491	-0.018365	-0.025152	-0.015567	0.016686	-0.034513	-0.006485	0.027320	-0.046405	0.000875	-0.005201	-0.042803	0.022489	-0.025977	-0.006676	-0.001623	0.005746	-0.007618	-0.014341	-0.042239	0.039685	-0.031308	0.011716	-0.048562	-0.019551	0.036996	0.008685	0.063483	-0.031461	0.008179	0.054954	0.065732	-0.026623	0.058574	0.016237	0.003948	0.038254	0.043847	-0.070913	0.009580	0.010561	0.012627	-0.036001	-0.021826	-0.030399	0.035539	0.020766	0.029870	0.022640	-0.017304	0.023683	-0.022127	-0.061257	-0.026685	0.029863	
-0.162555	-0.011520	0.010096	-0.001724	-0.034708	-0.013536	0.032638	-0.006232	0.010928	-0.151647	-0.016104	-0.000498	0.024039	0.184250	-0.181212	-0.039172	0.004146	-0.004177	0.106727	0.014098	0.087971	0.078447	-0.020295	0.019279	-0.048137	0.000064	0.010281	-0.019200	0.129251	0.046175	0.021965	0.025501	0.083223	0.027011	0.155104	0.206109	0.016515	0.043466	-0.103250	0.002651	-0.057781	0.001361	0.020980	0.180566	-0.206503	0.146342	-0.006737	-0.083571	-0.113700	-0.040425	-0.001394	0.157524	0.104448	0.039485	-0.057068	0.106048	0.012913	0.177569	-0.045822	-0.059180	0.063001	-0.045249	0.035174	0.029941	-0.035599	0.050182	0.147625	0.044513	0.037336	0.036535	-0.026458	-0.024352	0.074652	0.034183	0.041529	-0.009182	-0.055859	-0.147161	-0.025107	0.096547	0.157833	0.012482	0.020848	0.022254	0.028717	-0.188196	0.196100	0.085892	-0.077081	0.018877	0.099204	-0.012461	0.016535	0.107678	-0.124854	0.007222	0.138450	0.048956	0.017119	-0.137810	
-0.040381	-0.002794	-0.014068	0.044343	-0.030987	0.017828	-0.034330	-0.008821	-0.009181	0.025958	-0.004774	-0.018700	-0.041576	0.003349	0.005693	0.000503	-0.011843	-0.013413	-0.006638	-0.012163	-0.023789	-0.018992	0.010894	0.031510	0.019466	0.021813	0.015659	-0.019263	0.019172	-0.004824	-0.031365	-0.004357	-0.020468	-0.015742	-0.017728	0.007075	0.000310	-0.001093	0.006621	-0.003278	0.024162	0.000896	0.011381	-0.004596	-0.023113	0.007313	0.020071	0.032324	0.007093	0.012865	0.004540	-0.001939	0.008129	0.003789	-0.028421	0.012855	0.027916	0.001002	-0.015229	-0.014751	0.015830	0.018213	-0.031308	0.011671	0.004132	0.015339	-0.028108	0.005112	-0.010150	-0.018313	-0.001855	0.034257	-0.022780	0.003157	0.012359	0.028251	0.022017	0.003918	-0.000065	-0.034268	-0.029488	0.008502	0.003275	0.004316	0.028290	-0.000240	0.006364	-0.011356	0.032045	0.006763	0.042149	-0.025928	0.039537	0.011665	0.011834	0.010523	0.022196	-0.007421	-0.031678	0.030846	
-0.002866	-0.047278	0.021953	-0.018416	0.106325	0.027523	-0.043943	-0.068226	-0.002327	0.006101	0.040604	-0.003541	-0.021501	-0.035592	0.093166	0.066118	-0.003544	0.056326	-0.063444	0.014948	0.029976	0.002265	0.005819	-0.081019	0.000335	-0.009548	0.012452	-0.014449	-0.009734	0.015981	-0.018326	0.091912	0.040421	0.010286	-0.075593	0.080251	-0.001360	-0.006629	-0.006758	0.023958	0.097025	-0.034324	0.001063	0.023887	0.026032	-0.023982	-0.023648	-0.018092	0.008888	-0.014502	0.071853	-0.111992	0.020845	-0.006033	-0.102040	0.022999	0.051908	0.052550	-0.011734	0.070234	-0.039504	0.022978	-0.007055	0.044323	0.019843	0.044618	0.016732	0.119094	0.072632	-0.035888	0.005604	0.173175	-0.104610	-0.048638	-0.004000	-0.028017	-0.011063	-0.021493	0.012336	-0.003971	-0.039581	0.012364	-0.043525	0.004870	-0.004568	0.019062	-0.070845	-0.008974	0.023718	0.095005	-0.024195	0.071812	-0.015912	-0.027025	0.034145	-0.013251	0.083774	-0.123162	-0.026264	0.001718	
-0.005034	0.018587	-0.005591	0.026413	0.004460	0.019509	0.000946	-0.007719	-0.046447	-0.001420	0.015972	-0.008757	0.045508	0.036270	-0.043116	0.005431	-0.012678	0.018368	0.012771	0.018310	-0.010947	0.016552	-0.004791	0.017046	-0.002416	-0.008358	0.008737	-0.010227	0.033212	-0.000650	0.008930	0.019326	0.030832	0.013351	0.038230	-0.016133	-0.006226	-0.004579	0.012957	0.000636	0.030790	0.024330	-0.018033	-0.024978	-0.006866	-0.008791	0.009684	0.022075	-0.009298	-0.002150	-0.002300	0.014268	-0.010500	-0.024672	-0.031321	-0.027871	-0.010521	0.007417	0.005217	-0.039688	-0.008682	0.010344	-0.011826	0.004669	-0.007564	-0.012461	0.034752	-0.004431	-0.003370	-0.012052	0.012074	0.012278	0.039090	-0.003363	0.041808	-0.010837	0.013740	0.005936	0.011649	0.004587	0.001002	-0.014438	-0.021445	-0.020090	-0.017520	-0.021547	0.026308	0.036435	0.001980	0.017211	0.012951	-0.011518	0.000258	0.019790	-0.019745	0.025662	0.017551	0.001170	0.033896	-0.012342	
-0.017120	0.029487	0.014876	0.011182	-0.005318	0.022935	-0.028210	0.009158	0.006320	0.007933	-0.009599	0.018724	-0.006514	0.041665	-0.011014	-0.009638	-0.016569	0.032444	-0.025524	-0.001492	0.003918	0.064312	-0.000756	0.018460	0.018340	-0.017851	-0.031380	0.029591	-0.008155	-0.017565	-0.000845	0.010386	-0.064916	0.010460	-0.003669	0.038509	0.005407	0.005628	0.031894	0.014416	0.026900	0.004858	-0.017208	0.006307	-0.019853	0.018350	-0.036288	0.041650	-0.048253	0.069023	-0.026815	-0.021281	0.033046	-0.042654	0.003518	-0.004268	-0.016324	-0.029377	0.039411	0.008150	-0.010666	0.080667	0.015900	-0.005347	-0.047837	0.020556	-0.028078	-0.014430	-0.022377	-0.006031	-0.001946	0.007959	0.023610	0.012100	-0.015772	-0.017500	0.043365	0.019982	0.039767	0.013178	-0.007229	0.035371	-0.026305	0.000081	0.004807	-0.007810	0.024651	-0.041530	-0.046819	-0.008074	0.000612	0.028662	0.025527	0.006682	0.008841	0.019416	0.010067	0.018897	0.014037	-0.005704	
0.006033	-0.009563	0.037072	0.017795	-0.011857	0.016354	-0.004871	-0.029953	-0.003702	0.009834	0.008022	-0.001844	-0.075884	0.004642	0.013187	0.025381	0.018488	0.009773	-0.005410	-0.009251	0.054509	0.000714	0.030644	0.012554	-0.017196	-0.012707	0.008900	0.001143	-0.032303	0.021219	0.018895	-0.021943	-0.007715	-0.020830	-0.017829	0.025942	-0.009769	0.045716	0.013312	-0.006608	0.004164	0.000496	0.018428	0.023358	-0.013227	-0.022830	-0.002183	-0.036446	-0.003473	0.016352	0.033134	0.008691	-0.015989	0.008158	-0.021421	-0.001690	0.017679	-0.004219	-0.008640	0.007589	-0.010215	-0.036312	-0.013669	0.023904	0.010408	-0.004219	-0.025316	-0.018606	0.013744	-0.002581	-0.014833	0.035513	-0.019444	-0.014621	0.017339	-0.020724	0.023512	0.012444	0.022458	-0.002735	-0.014421	0.005198	-0.015999	-0.010117	-0.018146	0.004540	0.022412	0.006846	0.040858	0.022806	0.035468	0.016053	-0.002877	-0.036531	-0.048601	-0.014489	-0.002169	0.033001	-0.014757	0.009784	
-0.002104	0.006884	-0.007802	0.004377	-0.005092	-0.011715	-0.002134	0.002106	-0.006128	0.003988	0.001187	0.000943	0.005826	0.004088	-0.003176	-0.009453	0.021702	-0.017318	-0.000014	-0.012189	0.003143	0.000515	0.001178	0.004436	0.001744	-0.000851	0.005703	-0.006561	-0.017271	0.001230	0.001779	0.012440	-0.001590	0.017446	0.010218	0.009697	0.003079	-0.004832	-0.013599	0.000724	0.002970	-0.008759	-0.001799	-0.000586	-0.014368	0.004241	0.001420	0.001513	0.001956	0.009200	-0.004817	-0.006010	0.001950	0.003267	-0.009710	0.012948	0.001423	-0.011064	0.014460	0.007735	-0.003018	-0.008053	-0.010508	-0.006430	-0.002851	-0.001496	-0.001315	0.008167	-0.001216	0.001107	-0.000128	-0.006148	0.002971	-0.003028	-0.004726	-0.002945	-0.000737	-0.004322	0.002904	-0.002720	0.005173	-0.004361	-0.002265	0.002966	0.003714	-0.002629	-0.003861	0.007019	0.017158	0.003694	0.000108	-0.005795	0.000351	-0.006049	0.000138	0.002853	0.000870	0.001417	0.009115	0.002502	
-0.031488	0.001070	-0.211231	0.009266	-0.006534	-0.000506	0.004414	-0.002721	0.001599	-0.001661	-0.015683	-0.019887	-0.001654	-0.004943	0.002537	-0.000365	-0.023969	0.007360	0.007935	-0.115608	0.006586	0.003166	0.167566	-0.000494	-0.008711	0.002800	0.016632	-0.002271	0.012444	0.006955	-0.008053	-0.029060	-0.004987	-0.000424	0.008333	0.018222	-0.056097	0.012830	-0.000989	0.010791	0.002633	0.014820	0.006075	-0.240411	0.000989	0.004036	0.040878	0.024464	-0.022359	0.001555	-0.010915	-0.011930	0.003376	0.024175	0.000404	0.003563	-0.000774	0.000715	-0.006816	0.001912	-0.009715	0.010322	0.029770	0.014390	0.001907	-0.012051	-0.012294	0.008376	-0.007108	-0.003419	-0.020498	0.231611	0.010822	-0.006485	-0.007820	-0.010474	0.006293	-0.004478	0.238120	-0.010163	0.052213	-0.030919	-0.229786	0.135267	-0.010998	0.146554	-0.006333	-0.010481	0.021565	0.006768	0.013977	-0.015425	0.008739	0.038308	-0.027322	0.004538	0.044109	0.006878	0.005664	0.007234	
-0.014497	-0.007507	-0.142388	-0.003146	-0.002674	0.002001	0.006727	-0.016726	-0.002686	-0.003561	-0.009850	-0.021376	0.006902	0.003385	0.000556	0.001695	-0.011198	-0.001241	-0.007336	-0.107109	0.005462	-0.002086	0.144922	-0.005726	-0.004761	-0.010437	0.011965	-0.006715	0.004214	-0.011067	0.002941	-0.017201	-0.003238	0.004924	0.005709	0.013389	-0.034400	0.018310	0.007689	0.019370	0.011216	0.003777	0.010704	-0.229427	-0.010492	-0.008439	0.010699	0.023474	-0.016022	0.008659	-0.001141	-0.022422	-0.006447	0.009367	-0.002212	0.012839	-0.004151	-0.009660	-0.003956	0.011902	-0.005842	0.010208	0.024148	0.004105	0.009989	-0.007673	0.000359	0.003005	-0.000314	-0.017563	-0.007549	0.212494	0.008708	-0.000450	-0.003098	0.003663	0.013524	-0.000803	0.216259	0.010009	0.046343	-0.024950	-0.218766	0.127013	-0.003803	0.139986	0.007452	-0.005792	0.004949	-0.009651	0.012951	-0.010913	0.016712	0.029243	-0.034382	-0.007717	0.004783	0.000056	0.012658	0.003077	
-0.015666	0.020725	0.010768	0.010165	-0.110730	-0.020595	-0.104825	0.084276	-0.005660	-0.008609	0.013590	0.017090	0.063546	0.004960	-0.063907	0.003035	-0.043269	0.010349	0.015060	-0.028260	-0.123561	-0.022041	-0.026300	-0.027510	-0.012329	0.002702	0.003740	-0.029122	-0.018788	-0.054319	0.012387	0.134868	0.033131	0.052933	-0.027537	0.118103	-0.029536	-0.055040	0.011854	0.022504	0.193806	0.101315	0.018135	-0.147790	0.031812	-0.018849	0.025702	0.062255	0.118156	-0.016165	-0.002844	-0.011531	-0.074105	-0.114565	-0.016574	-0.055395	0.037346	-0.158325	0.047172	0.015242	-0.039019	0.012151	0.107453	0.001242	-0.035498	-0.098201	0.002081	0.082686	-0.086910	-0.013912	-0.042565	0.171374	0.141587	0.006187	0.148029	0.059036	0.046965	0.148501	-0.070054	-0.032100	-0.035397	-0.024331	-0.033584	0.013739	-0.086256	0.075891	0.074259	0.004631	-0.148952	-0.044567	-0.119683	0.023780	0.093131	-0.005098	0.060703	0.135091	0.124819	-0.139722	0.011492	0.124307	
0.081142	0.000873	0.001156	0.024084	-0.015877	0.001692	-0.057641	-0.053416	-0.067045	-0.010455	-0.063576	-0.042549	-0.062603	0.093730	0.035890	0.004925	-0.056920	0.010409	-0.035375	0.046498	-0.016066	0.044977	-0.015931	-0.005799	0.041815	0.015283	0.006050	-0.001892	0.016403	0.007827	-0.022365	0.029476	-0.105603	0.020513	-0.055132	0.011123	0.005465	-0.045059	0.121256	0.028256	0.051572	-0.025673	0.071863	0.039683	-0.098110	0.044847	0.070245	-0.005704	0.015440	0.069470	0.070991	-0.069368	0.002739	0.023328	-0.028535	0.044603	0.025677	-0.041783	-0.006198	0.021365	-0.061440	0.031681	0.010351	0.073231	0.002147	-0.020642	-0.034785	-0.049837	0.023427	-0.012156	-0.018319	0.116365	-0.028334	-0.109468	0.100688	-0.082230	0.044932	0.017963	0.012346	-0.059407	-0.054070	0.006518	-0.101544	-0.029440	-0.074244	0.103421	0.004204	-0.047026	0.100860	-0.044489	0.047422	0.005745	0.102367	0.008868	0.039005	0.033723	0.032171	-0.049976	-0.053409	0.146814	
-0.135849	-0.009617	0.016040	-0.158039	0.022350	0.003011	0.033430	-0.029272	-0.011481	-0.037694	0.061305	0.000531	0.062071	0.100802	-0.021989	-0.031162	0.078016	0.018937	0.129911	-0.099965	-0.007333	0.013946	0.009053	0.013006	-0.055922	-0.000667	-0.084409	-0.030298	-0.010241	-0.006194	0.141054	0.019834	0.150952	0.000047	0.003950	-0.051451	0.010139	-0.035622	-0.130710	0.027680	-0.027152	0.037404	0.062781	-0.012183	-0.158469	0.120680	-0.170981	-0.020876	-0.007502	-0.094916	-0.158296	0.079036	0.020646	-0.058859	-0.008365	-0.035407	0.001132	0.093709	0.005527	0.160327	-0.042643	-0.023217	0.197155	0.076737	0.018434	-0.008958	0.129391	0.049093	-0.083731	-0.006621	-0.009599	-0.009250	0.184884	0.006633	0.086521	0.074391	-0.034845	0.034346	-0.069127	-0.010952	0.184009	-0.038698	-0.067530	0.008379	-0.042616	-0.134147	0.162849	0.009618	-0.154495	0.146821	-0.008327	0.049004	-0.031182	0.073123	-0.014507	0.162410	0.251225	-0.183544	-0.007390	-0.152128	
0.031535	-0.003708	0.018607	0.004876	0.003325	-0.008508	0.005801	-0.000025	0.027699	-0.014537	0.010271	0.018788	0.033277	-0.037967	0.040388	-0.000703	-0.035077	0.016358	-0.026661	0.126298	0.009376	0.008112	-0.130434	0.012164	0.056153	0.014343	0.014247	-0.009542	-0.010356	0.008251	-0.010655	-0.001457	-0.029172	0.002768	0.005821	0.010910	-0.037839	0.058646	0.054912	0.006710	0.003677	0.025539	-0.001717	0.155426	0.023530	-0.016713	0.005718	-0.016657	0.003906	0.011148	-0.041353	-0.016232	-0.019298	0.013685	-0.002663	-0.029239	-0.043028	-0.025137	-0.010174	0.020281	-0.027132	0.010211	-0.106615	0.041659	0.028323	-0.003492	-0.093886	-0.028318	0.015100	-0.025896	-0.003296	0.065708	-0.025678	0.001357	0.012424	-0.007311	0.003913	-0.005859	0.003709	0.000423	0.009467	0.053052	0.152605	-0.056226	-0.007257	-0.037388	-0.007597	-0.029527	-0.015718	0.023130	0.028500	-0.012320	0.044627	-0.024424	-0.011355	0.016933	0.102403	0.006462	-0.016683	0.094438	
0.074850	-0.026324	-0.023728	0.105708	-0.011632	0.005307	-0.056017	-0.026652	-0.041706	0.048769	-0.084197	-0.048294	-0.050004	0.088790	0.026826	0.042337	0.033623	0.023289	-0.090151	-0.008258	-0.021282	0.035676	0.033328	-0.016463	0.044051	-0.033264	0.035090	-0.063154	-0.040641	-0.055965	-0.043993	0.009744	-0.026925	0.029060	-0.067597	0.045744	0.001571	-0.048532	0.056226	0.041125	0.038710	0.006119	0.067904	0.078001	0.031489	-0.031922	0.072157	0.077093	-0.080288	0.021268	0.070076	-0.017292	-0.005547	0.069042	-0.049114	-0.022484	-0.026113	-0.049338	-0.033623	-0.050865	0.025015	0.003792	-0.128644	0.107556	0.032994	0.031629	-0.075537	-0.055572	-0.015900	0.014333	-0.101682	0.096236	-0.059628	-0.043387	0.075109	-0.027609	0.052829	0.040881	0.083578	0.041743	-0.091331	-0.066690	-0.062776	-0.049193	-0.043508	0.122475	-0.052099	-0.030974	0.084898	-0.043896	0.048061	0.024576	0.056642	-0.026337	-0.024248	0.038668	0.007050	0.017848	-0.071628	0.089992	
-0.060254	-0.060926	-0.002633	-0.053022	0.000599	-0.031145	-0.009605	0.131030	0.022992	0.003655	0.021547	-0.008790	0.069198	-0.060209	-0.169085	0.147100	0.006680	0.033562	0.018236	-0.036368	-0.025446	-0.009835	0.008079	-0.038330	-0.023330	-0.004595	-0.029134	0.025161	0.014822	0.023573	-0.002780	0.012827	0.083976	-0.015169	-0.036221	0.155923	0.013541	-0.022485	-0.075554	0.056579	-0.139329	-0.106618	0.013102	-0.055840	0.043910	0.053852	-0.051623	-0.039833	0.018777	-0.023148	0.011064	0.167106	-0.039493	0.005785	-0.017241	0.003209	0.000992	0.105135	-0.024485	-0.068922	-0.007289	0.010419	0.092684	-0.000868	-0.060603	0.084603	-0.000859	0.046049	-0.036744	-0.032150	0.037361	-0.154617	0.022519	-0.021774	0.054572	0.034158	0.070393	0.004333	0.034431	0.065076	-0.150049	0.037406	-0.013287	-0.021259	-0.027975	-0.010272	0.008450	0.015282	0.061864	0.012854	0.001811	-0.037818	0.162524	0.096366	-0.003448	-0.128446	-0.144394	-0.186633	-0.092021	0.161166	
